OBJECTID,FOLIO,TRUE_SITE_ADDR,TRUE_SITE_CITY,TRUE_SITE_ZIP_CODE,DOR_CODE_CUR,DOR_DESC,CONDO_FLAG,PARENT_FOLIO,PRIMARY_ZONE,BEDROOM_COUNT,YEAR_BUILT,LOT_SIZE,BUILDING_HEATED_AREA,UNIT_COUNT,ASSESSMENT_YEAR_CUR
779041,2452050600990,430 GRAND BAY DR PH-1DN,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050600001,1000,3,1999,0,2930,1,2026
779042,2452050601000,430 GRAND BAY DR PH-1DS,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050600001,1000,3,1999,0,2930,1,2026
779043,2452050601010,430 GRAND BAY DR PH-1ES,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050600001,1000,4,1999,0,4420,1,2026
779044,2452050610010,455 GRAND BAY DR 201,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779045,2452050610020,455 GRAND BAY DR 301,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779046,2452050610030,455 GRAND BAY DR 401,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779047,2452050610040,455 GRAND BAY DR 501,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779048,2452050610050,455 GRAND BAY DR 601,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779049,2452050610060,455 GRAND BAY DR 701,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779050,2452050610070,455 GRAND BAY DR 801,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779051,2452050610080,455 GRAND BAY DR 202,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779052,2452050610090,455 GRAND BAY DR 302,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779053,2452050610100,455 GRAND BAY DR 402,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779054,2452050610110,455 GRAND BAY DR 502,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779055,2452050610120,455 GRAND BAY DR 602,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779056,2452050610130,455 GRAND BAY DR 702,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779057,2452050610140,455 GRAND BAY DR 802,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779058,2452050610150,455 GRAND BAY DR 203,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779059,2452050610160,455 GRAND BAY DR 303,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779060,2452050610170,455 GRAND BAY DR 403,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779061,2452050610180,455 GRAND BAY DR 503,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779062,2452050610190,455 GRAND BAY DR 603,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779063,2452050610200,455 GRAND BAY DR 703,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779064,2452050610210,455 GRAND BAY DR 803,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779065,2452050610220,455 GRAND BAY DR 204,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779066,2452050610230,455 GRAND BAY DR 304,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779067,2452050610240,455 GRAND BAY DR 404,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779068,2452050610250,455 GRAND BAY DR 504,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779069,2452050610260,455 GRAND BAY DR 604,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779070,2452050610270,455 GRAND BAY DR 704,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779071,2452050610280,455 GRAND BAY DR 804,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779072,2452050610290,455 GRAND BAY DR 205,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,2,2001,0,1581,1,2026
779073,2452050610300,455 GRAND BAY DR 305,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,2,2001,0,1581,1,2026
779074,2452050610310,455 GRAND BAY DR 405,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,2,2001,0,1581,1,2026
779075,2452050610320,455 GRAND BAY DR 505,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,2,2001,0,1581,1,2026
779076,2452050610330,455 GRAND BAY DR 605,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,2,2001,0,1581,1,2026
779077,2452050610340,455 GRAND BAY DR 705,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,2,2001,0,1581,1,2026
779078,2452050610350,455 GRAND BAY DR 805,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,2,2001,0,1658,1,2026
779079,2452050610360,455 GRAND BAY DR 206,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,402,1,2026
779080,2452050610370,455 GRAND BAY DR 306,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,402,1,2026
779081,2452050610380,455 GRAND BAY DR 406,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,402,1,2026
779082,2452050610390,455 GRAND BAY DR 506,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,402,1,2026
779083,2452050610400,455 GRAND BAY DR 606,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,402,1,2026
779084,2452050610410,455 GRAND BAY DR 706,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,402,1,2026
779085,2452050610420,455 GRAND BAY DR 207,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779086,2452050610430,455 GRAND BAY DR 307,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779087,2452050610440,455 GRAND BAY DR 407,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779088,2452050610450,455 GRAND BAY DR 507,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779089,2452050610460,455 GRAND BAY DR 607,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779090,2452050610470,455 GRAND BAY DR 707,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779091,2452050610480,455 GRAND BAY DR 807,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
779092,2452050610490,455 GRAND BAY DR 208,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779093,2452050610500,455 GRAND BAY DR 308,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779094,2452050610510,455 GRAND BAY DR 408,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779095,2452050610520,455 GRAND BAY DR 508,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779096,2452050610530,455 GRAND BAY DR 608,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779097,2452050610540,455 GRAND BAY DR 708,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779098,2452050610550,455 GRAND BAY DR 808,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779099,2452050610560,455 GRAND BAY DR 209,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779100,2452050610570,455 GRAND BAY DR 309,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779101,2452050610580,455 GRAND BAY DR 409,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779102,2452050610590,455 GRAND BAY DR 509,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779103,2452050610600,455 GRAND BAY DR 609,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779104,2452050610610,455 GRAND BAY DR 709,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779105,2452050610620,455 GRAND BAY DR 809,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779106,2452050610630,455 GRAND BAY DR 210,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779107,2452050610640,455 GRAND BAY DR 310,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779108,2452050610650,455 GRAND BAY DR 410,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779109,2452050610660,455 GRAND BAY DR 510,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779110,2452050610670,455 GRAND BAY DR 610,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779111,2452050610680,455 GRAND BAY DR 710,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779112,2452050610690,455 GRAND BAY DR 810,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779113,2452050610700,455 GRAND BAY DR 211,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779114,2452050610710,455 GRAND BAY DR 311,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779115,2452050610720,455 GRAND BAY DR 411,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779116,2452050610730,455 GRAND BAY DR 511,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779117,2452050610740,455 GRAND BAY DR 611,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779118,2452050610750,455 GRAND BAY DR 711,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779119,2452050610760,455 GRAND BAY DR 811,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,376,1,2026
779120,2452050610770,455 GRAND BAY DR 212,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779121,2452050610780,455 GRAND BAY DR 312,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779122,2452050610790,455 GRAND BAY DR 412,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779123,2452050610800,455 GRAND BAY DR 512,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779124,2452050610810,455 GRAND BAY DR 612,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779125,2452050610820,455 GRAND BAY DR 712,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779126,2452050610830,455 GRAND BAY DR 812,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,849,1,2026
779127,2452050610840,455 GRAND BAY DR 213,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,893,1,2026
779128,2452050610850,455 GRAND BAY DR 313,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,893,1,2026
779129,2452050610860,455 GRAND BAY DR 413,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,893,1,2026
779130,2452050610870,455 GRAND BAY DR 513,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,893,1,2026
779131,2452050610880,455 GRAND BAY DR 613,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,893,1,2026
779132,2452050610890,455 GRAND BAY DR 713,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,893,1,2026
779133,2452050610900,455 GRAND BAY DR 813,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,893,1,2026
779134,2452050610910,455 GRAND BAY DR 214,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779135,2452050610920,455 GRAND BAY DR 314,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779136,2452050610930,455 GRAND BAY DR 414,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779137,2452050610940,455 GRAND BAY DR 514,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779138,2452050610950,455 GRAND BAY DR 614,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779139,2452050610960,455 GRAND BAY DR 714,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779140,2452050610970,455 GRAND BAY DR 814,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779141,2452050610980,455 GRAND BAY DR 215,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779142,2452050610990,455 GRAND BAY DR 315,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779143,2452050611000,455 GRAND BAY DR 415,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779144,2452050611010,455 GRAND BAY DR 515,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779145,2452050611020,455 GRAND BAY DR 615,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779146,2452050611030,455 GRAND BAY DR 715,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779147,2452050611040,455 GRAND BAY DR 815,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,354,1,2026
779148,2452050611050,455 GRAND BAY DR 216,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,448,1,2026
779149,2452050611060,455 GRAND BAY DR 316,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,448,1,2026
779150,2452050611070,455 GRAND BAY DR 416,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,448,1,2026
779151,2452050611080,455 GRAND BAY DR 516,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,448,1,2026
779152,2452050611090,455 GRAND BAY DR 616,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,448,1,2026
779153,2452050611100,455 GRAND BAY DR 716,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,448,1,2026
779154,2452050611110,455 GRAND BAY DR 816,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,448,1,2026
779155,2452050611120,455 GRAND BAY DR 217,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,532,1,2026
779156,2452050611130,455 GRAND BAY DR 317,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,532,1,2026
779157,2452050611140,455 GRAND BAY DR 417,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,532,1,2026
779158,2452050611150,455 GRAND BAY DR 517,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,532,1,2026
779159,2452050611160,455 GRAND BAY DR 617,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,532,1,2026
779160,2452050611170,455 GRAND BAY DR 717,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,532,1,2026
779161,2452050611180,455 GRAND BAY DR 817,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,532,1,2026
779162,2452050611190,455 GRAND BAY DR 917,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,731,1,2026
779163,2452050611200,455 GRAND BAY DR 1017,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,731,1,2026
779164,2452050611210,455 GRAND BAY DR 1117,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,731,1,2026
779165,2452050611220,455 GRAND BAY DR 1217,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,731,1,2026
779166,2452050611230,455 GRAND BAY DR 318-19,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,791,1,2026
779167,2452050611240,455 GRAND BAY DR 418-19,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,791,1,2026
779168,2452050611250,455 GRAND BAY DR 518-19,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,791,1,2026
779169,2452050611260,455 GRAND BAY DR 618-19,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,1,2001,0,791,1,2026
779170,2452050611270,455 GRAND BAY DR 718,Key Biscayne,33149-0000,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Y,2452050610001,9400,0,2001,0,378,1,2026
