folio,zip,addr,muni,dorCode,dorDesc,cls,homestead,taxable,assessedVal,justVal,exemption,rollYear,valid
2442320181710,33149,251 CRANDON BLVD 928,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,992065,992065,992065,0,2026,true
2442320181720,33149,251 CRANDON BLVD 1028,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,889484,889484,1002035,0,2026,true
2442320181730,33149,251 CRANDON BLVD 1128,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,898341,898341,1012006,0,2026,true
2442320181740,33149,251 CRANDON BLVD 1228,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,907360,907360,1022172,0,2026,true
2442320181750,33149,251 CRANDON BLVD 129,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,565490,616901,970658,51411,2026,true
2442320181760,33149,251 CRANDON BLVD 229,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,509526,565937,925302,56411,2026,true
2442320181770,33149,251 CRANDON BLVD 329,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,829572,829572,934490,0,2026,true
2442320181780,33149,251 CRANDON BLVD 429,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,549416,600827,943972,51411,2026,true
2442320181790,33149,251 CRANDON BLVD 529,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,953356,953356,953356,0,2026,true
2442320181800,33149,251 CRANDON BLVD 629,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,962838,962838,962838,0,2026,true
2442320181810,33149,251 CRANDON BLVD 729,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,863232,863232,972417,0,2026,true
2442320181820,33149,251 CRANDON BLVD 829,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,982192,982192,982192,0,2026,true
2442320181830,33149,251 CRANDON BLVD 929,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,880625,880625,992065,0,2026,true
2442320181840,33149,251 CRANDON BLVD 1029,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1002035,1002035,1002035,0,2026,true
2442320181850,33149,251 CRANDON BLVD 1129,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1012006,1012006,1012006,0,2026,true
2442320181860,33149,251 CRANDON BLVD 1229,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,907360,907360,1022172,0,2026,true
2442320181870,33149,251 CRANDON BLVD 230,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,1160836,1212247,1280755,51411,2026,true
2442320181880,33149,251 CRANDON BLVD 330,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1286634,1286634,1293635,0,2026,true
2442320181890,33149,251 CRANDON BLVD 430,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1299519,1299519,1306515,0,2026,true
2442320181900,33149,251 CRANDON BLVD 530,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1312565,1312565,1319625,0,2026,true
2442320181910,33149,251 CRANDON BLVD 630,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1332735,1332735,1332735,0,2026,true
2442320181920,33149,251 CRANDON BLVD 730,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1338816,1338816,1346075,0,2026,true
2442320181930,33149,251 CRANDON BLVD 830,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1352344,1352344,1359645,0,2026,true
2442320181940,33149,251 CRANDON BLVD 930,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,399931,451342,1373215,51411,2026,true
2442320181950,33149,251 CRANDON BLVD 1030,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,536505,592916,1386900,56411,2026,true
2442320181960,33149,251 CRANDON BLVD 1130,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,943108,994519,1400815,51411,2026,true
2442320181970,33149,251 CRANDON BLVD 1230,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1407261,1407261,1414845,0,2026,true
2442320181980,33149,251 CRANDON BLVD 131,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,861622,861622,970658,0,2026,true
2442320181990,33149,251 CRANDON BLVD 231,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,772671,829082,925302,56411,2026,true
2442320182000,33149,251 CRANDON BLVD 331,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,829572,829572,934490,0,2026,true
2442320182010,33149,251 CRANDON BLVD 431,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,837947,837947,943972,0,2026,true
2442320182020,33149,251 CRANDON BLVD 531,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,953356,953356,953356,0,2026,true
2442320182030,33149,251 CRANDON BLVD 631,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,854696,854696,962838,0,2026,true
2442320182040,33149,251 CRANDON BLVD 731,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,921006,972417,972417,51411,2026,true
2442320182050,33149,251 CRANDON BLVD 831,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,982192,982192,982192,0,2026,true
2442320182060,33149,251 CRANDON BLVD 931,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,992065,992065,992065,0,2026,true
2442320182070,33149,251 CRANDON BLVD 1031,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1002035,1002035,1002035,0,2026,true
2442320182080,33149,251 CRANDON BLVD 1131,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1012006,1012006,1012006,0,2026,true
2442320182090,33149,251 CRANDON BLVD 1231,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,907360,907360,1022172,0,2026,true
2442320182100,33149,251 CRANDON BLVD 133,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,861622,861622,970658,0,2026,true
2442320182110,33149,251 CRANDON BLVD 233,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,821360,821360,925302,0,2026,true
2442320182120,33149,251 CRANDON BLVD 333,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,829572,829572,934490,0,2026,true
2442320182130,33149,251 CRANDON BLVD 433,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,421392,472803,943972,51411,2026,true
2442320182140,33149,251 CRANDON BLVD 533,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,555421,606832,953356,51411,2026,true
2442320182150,33149,251 CRANDON BLVD 633,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,962838,962838,962838,0,2026,true
2442320182160,33149,251 CRANDON BLVD 733,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,863232,863232,972417,0,2026,true
2442320182170,33149,251 CRANDON BLVD 833,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,573783,625194,982192,51411,2026,true
2442320182180,33149,251 CRANDON BLVD 933,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,880625,880625,992065,0,2026,true
2442320182190,33149,251 CRANDON BLVD 1033,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,889484,889484,1002035,0,2026,true
2442320182200,33149,251 CRANDON BLVD 1133,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,592722,644133,1012006,51411,2026,true
2442320182210,33149,251 CRANDON BLVD 1233,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1022172,1022172,1022172,0,2026,true
2442320182220,33149,251 CRANDON BLVD 134,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,861622,861622,970658,0,2026,true
2442320182230,33149,251 CRANDON BLVD 234,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,821360,821360,925302,0,2026,true
2442320182240,33149,251 CRANDON BLVD 334,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,883079,934490,934490,51411,2026,true
2442320182250,33149,251 CRANDON BLVD 434,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,837947,837947,943972,0,2026,true
2442320182260,33149,251 CRANDON BLVD 534,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,846322,846322,953356,0,2026,true
2442320182270,33149,251 CRANDON BLVD 634,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,854696,854696,962838,0,2026,true
2442320182280,33149,251 CRANDON BLVD 734,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,972417,972417,972417,0,2026,true
2442320182290,33149,251 CRANDON BLVD 834,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,871929,871929,982192,0,2026,true
2442320182300,33149,251 CRANDON BLVD 934,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,880625,880625,992065,0,2026,true
2442320182310,33149,251 CRANDON BLVD 1034,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1002035,1002035,1002035,0,2026,true
2442320182320,33149,251 CRANDON BLVD 1134,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1012006,1012006,1012006,0,2026,true
2442320182330,33149,251 CRANDON BLVD 1234,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,2397800,2397800,2397800,0,2026,true
2442320182340,33149,251 CRANDON BLVD 135,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,861622,861622,970658,0,2026,true
2442320182350,33149,251 CRANDON BLVD 235,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,925302,925302,925302,0,2026,true
2442320182360,33149,251 CRANDON BLVD 335,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,829572,829572,934490,0,2026,true
2442320182370,33149,251 CRANDON BLVD 435,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,544416,600827,943972,56411,2026,true
2442320182380,33149,251 CRANDON BLVD 535,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,846322,846322,953356,0,2026,true
2442320182390,33149,251 CRANDON BLVD 635,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,854696,854696,962838,0,2026,true
2442320182400,33149,251 CRANDON BLVD 735,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,972417,972417,972417,0,2026,true
2442320182410,33149,251 CRANDON BLVD 835,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,930781,982192,982192,51411,2026,true
2442320182420,33149,251 CRANDON BLVD 935,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,580019,631430,992065,51411,2026,true
2442320182430,33149,251 CRANDON BLVD 1035,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1002035,1002035,1002035,0,2026,true
2442320182440,33149,251 CRANDON BLVD 1135,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,517745,569156,1012006,51411,2026,true
2442320182450,33149,251 CRANDON BLVD 1235,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,2397800,2397800,2397800,0,2026,true
2442320182460,33149,251 CRANDON BLVD 136,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,861622,861622,970658,0,2026,true
2442320182470,33149,251 CRANDON BLVD 236,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,537523,588934,925302,51411,2026,true
2442320182480,33149,251 CRANDON BLVD 336,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,829572,829572,934490,0,2026,true
2442320182490,33149,251 CRANDON BLVD 436,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,943972,943972,943972,0,2026,true
2442320182500,33149,251 CRANDON BLVD 536,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,846322,846322,953356,0,2026,true
2442320182510,33149,251 CRANDON BLVD 636,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,854696,854696,962838,0,2026,true
2442320182520,33149,251 CRANDON BLVD 736,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,567547,618958,972417,51411,2026,true
2442320182530,33149,251 CRANDON BLVD 836,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,573783,625194,982192,51411,2026,true
2442320182540,33149,251 CRANDON BLVD 936,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,880625,880625,992065,0,2026,true
2442320182550,33149,251 CRANDON BLVD 1036,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,2195200,2195200,2195200,0,2026,true
2442320182560,33149,251 CRANDON BLVD 1136,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,1525101,1576512,1576512,51411,2026,true
2442320182570,33149,251 CRANDON BLVD 137,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,919247,970658,970658,51411,2026,true
2442320182580,33149,251 CRANDON BLVD 237,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,368428,419839,925302,51411,2026,true
2442320182590,33149,251 CRANDON BLVD 337,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,424351,475762,934490,51411,2026,true
2442320182600,33149,251 CRANDON BLVD 437,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,382352,438763,943972,56411,2026,true
2442320182610,33149,251 CRANDON BLVD 537,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,846322,846322,953356,0,2026,true
2442320182620,33149,251 CRANDON BLVD 637,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,962838,962838,962838,0,2026,true
2442320182630,33149,251 CRANDON BLVD 737,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,921006,972417,972417,51411,2026,true
2442320182640,33149,251 CRANDON BLVD 837,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,871929,871929,982192,0,2026,true
2442320182650,33149,251 CRANDON BLVD 937,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,2899700,2899700,2899700,0,2026,true
2442320182660,33149,251 CRANDON BLVD 1037,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,2195200,2195200,2195200,0,2026,true
2442320182670,33149,251 CRANDON BLVD 1137,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,987886,1039297,1576512,51411,2026,true
2442320182680,33149,251 CRANDON BLVD 138,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,861622,861622,970658,0,2026,true
2442320182690,33149,251 CRANDON BLVD 238,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,821360,821360,925302,0,2026,true
2442320182700,33149,251 CRANDON BLVD 338,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,829572,829572,934490,0,2026,true
2442320182710,33149,251 CRANDON BLVD 438,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,549416,600827,943972,51411,2026,true
2442320182720,33149,251 CRANDON BLVD 538,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,846322,846322,953356,0,2026,true
2442320182730,33149,251 CRANDON BLVD 638,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,962838,962838,962838,0,2026,true
2442320182740,33149,251 CRANDON BLVD 738,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,863232,863232,972417,0,2026,true
2442320182750,33149,251 CRANDON BLVD 838,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,1671489,1722900,1722900,51411,2026,true
2442320182760,33149,251 CRANDON BLVD 938,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1544841,1544841,1544841,0,2026,true
2442320182770,33149,251 CRANDON BLVD 139,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,970658,970658,970658,0,2026,true
2442320182780,33149,251 CRANDON BLVD 239,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,821360,821360,925302,0,2026,true
2442320182790,33149,251 CRANDON BLVD 339,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,829572,829572,934490,0,2026,true
2442320182800,33149,251 CRANDON BLVD 439,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,837947,837947,943972,0,2026,true
2442320182810,33149,251 CRANDON BLVD 539,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,433282,484693,953356,51411,2026,true
2442320182820,33149,251 CRANDON BLVD 639,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,854696,854696,962838,0,2026,true
2442320182830,33149,251 CRANDON BLVD 739,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,863232,863232,972417,0,2026,true
2442320182840,33149,251 CRANDON BLVD 839,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1722900,1722900,1722900,0,2026,true
2442320182860,33149,251 CRANDON BLVD 140,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,861622,861622,970658,0,2026,true
2442320182870,33149,251 CRANDON BLVD 240,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,925302,925302,925302,0,2026,true
2442320182880,33149,251 CRANDON BLVD 340,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,829572,829572,934490,0,2026,true
2442320182890,33149,251 CRANDON BLVD 440,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,943972,943972,943972,0,2026,true
2442320182900,33149,251 CRANDON BLVD 540,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,846322,846322,953356,0,2026,true
2442320182910,33149,251 CRANDON BLVD 640,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,1636889,1688300,1688300,51411,2026,true
2442320182920,33149,251 CRANDON BLVD 740,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1297534,1297534,1297534,0,2026,true
2442320182930,33149,251 CRANDON BLVD 141,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,566392,617803,970658,51411,2026,true
2442320182940,33149,251 CRANDON BLVD 241,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,873891,925302,925302,51411,2026,true
2442320182950,33149,251 CRANDON BLVD 341,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,829572,829572,934490,0,2026,true
2442320182960,33149,251 CRANDON BLVD 441,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,837947,837947,943972,0,2026,true
2442320182970,33149,251 CRANDON BLVD 541,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,846322,846322,953356,0,2026,true
2442320182980,33149,251 CRANDON BLVD 641,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,1636889,1688300,1688300,51411,2026,true
2442320182990,33149,251 CRANDON BLVD 741,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,946543,997954,1297534,51411,2026,true
2442320183000,33149,251 CRANDON BLVD 142,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1607700,1607700,1607700,0,2026,true
2442320183010,33149,251 CRANDON BLVD 242,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1623000,1623000,1623000,0,2026,true
2442320183020,33149,251 CRANDON BLVD 342,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1639700,1639700,1639700,0,2026,true
2442320183030,33149,251 CRANDON BLVD 442,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1656300,1656300,1656300,0,2026,true
2442320183040,33149,251 CRANDON BLVD 542,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1271434,1271434,1271434,0,2026,true
2442320183050,33149,251 CRANDON BLVD 143,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,1,1356741,1408152,1607700,51411,2026,true
2442320183060,33149,251 CRANDON BLVD 243,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1623000,1623000,1623000,0,2026,true
2442320183070,33149,251 CRANDON BLVD 343,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1639700,1639700,1639700,0,2026,true
2442320183080,33149,251 CRANDON BLVD 443,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1656300,1656300,1656300,0,2026,true
2442320183090,33149,251 CRANDON BLVD 543,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,1271434,1271434,1271434,0,2026,true
2442320183100,33149,251 CRANDON BLVD 160,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,2577500,2577500,2577500,0,2026,true
2442320183110,33149,251 CRANDON BLVD 161,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,2577500,2577500,2577500,0,2026,true
2442320183120,33149,251 CRANDON BLVD 162,Key Biscayne,0407,RESIDENTIAL - TOTAL VALUE : CONDOMINIUM - RESIDENTIAL,Condominium,0,2577500,2577500,2577500,0,2026,true
